"","movie_title","title_year","budget","log_budget","gross","log_gross","country","language","color","duration","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_film_noir","genre_game_show","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_news","genre_reality_tv","genre_romance","genre_sci_fi","genre_short","genre_sport","genre_thriller","genre_war","genre_western","plot_keywords","content_rating","imdb_score","num_critic_for_reviews","num_user_for_reviews","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","high_gross"
"594","Blades of Glory ",2007,6.1e+07,17.9263844221376,118153533,18.5874954638162,"USA","English","Color",93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"competition|fight|ice|jock strap|nintendo game boy advance","PG-13",6.3,191,246,"Josh Gordon",8,"Will Ferrell",8000,"Amy Poehler",1000,"Jon Heder",970,13232,2,0,"Low"
"595","Hop ",2011,6.3e+07,17.9586452843558,108012170,18.4977544639252,"USA","English","Color",95,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"drummer|easter|easter bunny|piaggio vespa gtv 250|slacker","PG",5.5,156,82,"Tim Hill",25,"Gary Cole",989,"Elizabeth Perkins",664,"Chelsea Handler",439,2558,0,0,"Low"
"596","300 ",2006,6.5e+07,17.9898978278599,210592590,19.1654359718599,"USA","English","Color",117,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"battle|epic|greece|spartan|warrior","R",7.7,460,2073,"Zack Snyder",0,"Gerard Butler",18000,"Michael Fassbender",13000,"Vincent Regan",447,32360,0,13000,"High"
"597","Meet the Fockers ",2004,8e+07,18.1975371926382,279167575,19.4473227867214,"USA","English","Color",106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title","PG-13",6.3,141,428,"Jay Roach",116,"Robert De Niro",22000,"Blythe Danner",713,"Teri Polo",708,24938,6,0,"High"
"598","Marley & Me ",2008,6e+07,17.9098551201864,143151473,18.7794138793612,"USA","English","Color",115,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"box office hit|dog|dog movie|florida|pet name in title","PG",7.1,180,320,"David Frankel",64,"Eric Dane",2000,"Kathleen Turner",899,"Haley Bennett",664,4811,0,11000,"High"
"599","The Green Mile ",1999,6e+07,17.9098551201864,136801374,18.7340406069619,"USA","English","Color",189,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1930s|death row inmate|healing|prison guard|southern u.s.","R",8.5,186,1377,"Frank Darabont",0,"Tom Hanks",15000,"Jeffrey DeMunn",745,"Michael Jeter",693,17716,0,30000,"High"
"600","Chicken Little ",2005,1.5e+08,18.8261458520605,135381507,18.7236073286123,"USA","English","Color",81,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alien invasion|chicken|fish|friend|panic","G",5.8,161,251,"Mark Dindal",10,"Catherine O'Hara",925,"Fred Willard",729,"Amy Sedaris",397,2252,0,912,"Low"
"601","Gone Girl ",2014,6.1e+07,17.9263844221376,167735396,18.9378982719041,"USA","English","Color",149,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"based on novel|disappearance|missing person|missing wife|murder suspect","R",8.1,568,1127,"David Fincher",21000,"Patrick Fugit",835,"Sela Ward",812,"Emily Ratajkowski",625,4348,0,146000,"High"
"602","The Bourne Identity ",2002,6e+07,17.9098551201864,121468960,18.615169314855,"USA","English","Color",119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"amnesia|assassin|money|political thriller|three word title","PG-13",7.9,249,849,"Doug Liman",218,"Matt Damon",13000,"Josh Hamilton",147,"Nicky Naudé",73,13249,1,0,"High"
"603","The General's Daughter ",1999,9.5e+07,18.3693874495648,102678089,18.4471093025747,"USA","English","Color",116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"army cid|cover up|military|murder|woman in military","R",6.3,113,274,"Simon West",165,"Daniel von Bargen",577,"Timothy Hutton",501,"Clarence Williams III",475,2321,0,885,"Low"
"604","The Truman Show ",1998,6e+07,17.9098551201864,125603360,18.6486395632329,"USA","English","Color",103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality","PG",8.1,213,877,"Peter Weir",608,"Natascha McElhone",2000,"Noah Emmerich",617,"Peter Krause",576,3698,1,18000,"High"
"605","The Prince of Egypt ",1998,7e+07,18.0640058000136,101217900,18.432786176647,"USA","English","Color",99,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ancient egypt|hebrew|nudity|pharaoh|title directed by female","PG",7,120,353,"Brenda Chapman",59,"Martin Short",770,"Aria Noelle Curzon",263,"Eden Riegel",145,1195,2,0,"Low"
"606","Daddy Day Care ",2003,6e+07,17.9098551201864,104148781,18.4613310213301,"USA","English","Color",92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers","PG",5.5,81,116,"Steve Carr",41,"Anjelica Huston",1000,"Lisa Edelstein",955,"Jeff Garlin",522,4050,1,886,"Low"
"607","2 Guns ",2013,6.1e+07,17.9263844221376,75573300,18.1406136041658,"USA","English","Color",109,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"close up of breasts|female nudity|fugitive|money|undercover","R",6.7,265,172,"Baltasar Kormákur",175,"Denzel Washington",18000,"Patrick Fischler",497,"Fred Ward",459,20148,1,22000,"Low"
"608","Cats & Dogs ",2001,6e+07,17.9098551201864,93375151,18.3521358185512,"USA","English","Color",87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cartoon on tv|cat|dog|scientist|secret agent","PG",5.2,105,235,"Lawrence Guterman",6,"Carol Ann Susi",3000,"Elizabeth Perkins",664,"Miriam Margolyes",405,4171,0,0,"Low"
"609","The Italian Job ",2003,6e+07,17.9098551201864,106126012,18.4801377384749,"USA","English","Color",111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"gold|heist|revenge|traffic jam|venice italy","PG-13",7,155,497,"F. Gary Gray",473,"Jason Statham",26000,"Charlize Theron",9000,"Jimmy Shubert",82,35084,6,0,"Low"
"610","Two Weeks Notice ",2002,6e+07,17.9098551201864,93307796,18.3514142207405,"USA","English","Color",101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"developer|divorce|lawyer|love|new york city","PG-13",6.1,118,269,"Marc Lawrence",30,"Dorian Missick",1000,"Alicia Witt",976,"Dana Ivey",268,2636,2,0,"Low"
"611","Antz ",1998,1.05e+08,18.4694709081218,90646554,18.3224784801017,"USA","English","Color",83,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ant|friend|princess|soldier|worker","PG",6.6,131,289,"Eric Darnell",35,"Sylvester Stallone",13000,"Woody Allen",11000,"Anne Bancroft",754,25788,0,0,"Low"
"612","Couples Retreat ",2009,6e+07,17.9098551201864,109176215,18.5084737861954,"USA","English","Color",113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"couple|island|marriage|tropical|voyeurism","PG-13",5.5,166,144,"Peter Billingsley",0,"Jon Favreau",4000,"Kristin Davis",722,"Tasha Smith",721,8172,6,0,"Low"
"613","Days of Thunder ",1990,6e+07,17.9098551201864,82670733,18.2303762037675,"USA","English","Color",107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"driver|hot shot|racing|stock car driver|team","PG-13",5.9,60,97,"Tony Scott",12000,"Tom Cruise",10000,"Robert Duvall",3000,"Randy Quaid",695,14006,0,0,"Low"
"614","Cheaper by the Dozen 2 ",2005,6e+07,17.9098551201864,82569532,18.2291513084594,"USA","English","Color",94,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"children|competition|rival|second part|vacation","PG",5.4,77,128,"Adam Shankman",163,"Taylor Lautner",12000,"Tom Welling",3000,"Alyson Stoner",2000,20348,6,781,"Low"
"615","The Scorch Trials ",2015,6.1e+07,17.9263844221376,81687587,18.2184126143826,"USA","English","Color",132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"desert|disease|escape|resistance|virus","PG-13",6.4,249,360,"Wes Ball",47,"Ki Hong Lee",988,"Lili Taylor",960,"Rosa Salazar",240,2517,0,24000,"Low"
"616","Eat Pray Love ",2010,6e+07,17.9098551201864,80574010,18.2046866989009,"USA","English","Color",140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"divorce|emotional balance|female protagonist|indonesia|inner peace","PG-13",5.7,213,302,"Ryan Murphy",708,"James Franco",11000,"Julia Roberts",8000,"Billy Crudup",745,20440,1,26000,"Low"
"617","The Family Man ",2000,6e+07,17.9098551201864,75764085,18.143134925663,"USA","English","Color",125,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"bowling|christmas|parallel universe|salesman|unfaithfulness","PG-13",6.7,121,322,"Brett Ratner",420,"Nicolas Cage",12000,"Don Cheadle",3000,"Amber Valletta",627,16646,1,0,"Low"
"618","RED ",2010,5.8e+07,17.8759535685107,90356857,18.3192774658693,"USA","English","Color",111,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"cia|female assassin|interrogation|office cubicle|spy","PG-13",7.1,315,328,"Robert Schwentke",124,"Bruce Willis",13000,"Morgan Freeman",11000,"Jaqueline Fleming",357,24928,4,32000,"Low"
"619","Any Given Sunday ",1999,5.5e+07,17.8228437431967,75530832,18.1400515017195,"USA","English","Color",156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"breasts|coach|football|in medias res|vomiting","R",6.8,171,452,"Oliver Stone",0,"Al Pacino",14000,"Dennis Quaid",2000,"LL Cool J",1000,20761,5,0,"Low"
"620","The Horse Whisperer ",1998,6e+07,17.9098551201864,75370763,18.1379299991597,"USA","English","Color",170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"grace|groom|horse|montana|western u.s.","PG-13",6.5,96,263,"Robert Redford",0,"Scarlett Johansson",19000,"Kristin Scott Thomas",1000,"Jessalyn Gilsig",380,20683,0,0,"Low"
"621","Collateral ",2004,6.5e+07,17.9898978278599,100003492,18.4207156633427,"USA","English","Color",120,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"city by night|contract killer|driving at night|los angeles california|taxi","R",7.6,299,836,"Michael Mann",0,"Tom Cruise",10000,"Jada Pinkett Smith",851,"Debi Mazar",680,13581,0,0,"Low"
"622","The Scorpion King ",2002,6e+07,17.9098551201864,90341670,18.3191093737405,"USA","English","Color",100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"desert|king|showdown|sorceress|warrior","PG-13",5.5,167,432,"Chuck Russell",55,"Dwayne Johnson",12000,"Roger Rees",1000,"Bernard Hill",416,14611,4,0,"Low"
"623","Ladder 49 ",2004,5.5e+07,17.8228437431967,74540762,18.1268566746624,"USA","English","Color",115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"death of husband|fire|firefighter|funeral|main character dies","PG-13",6.5,125,323,"Jay Russell",13,"Billy Burke",2000,"Jay Hernandez",1000,"Jacinda Barrett",579,4496,2,0,"Low"
"624","Jack Reacher ",2012,6e+07,17.9098551201864,80033643,18.197957641737,"USA","English","Color",130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"coma|mysterious villain|police chase|shooting range|sniper","PG-13",7,387,448,"Christopher McQuarrie",188,"Tom Cruise",10000,"Robert Duvall",3000,"David Oyelowo",1000,16385,2,38000,"Low"
"625","Deep Blue Sea ",1999,6e+07,17.9098551201864,73648142,18.1148094731277,"USA","English","Color",105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"alzheimer's disease|experiment|human versus shark|research|underwater headquarters","R",5.8,199,643,"Renny Harlin",212,"LL Cool J",1000,"Michael Rapaport",975,"Saffron Burrows",811,3697,1,0,"Low"
"626","This Is It ",2009,6e+07,17.9098551201864,71844424,18.0900135613539,"USA","English","Color",111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2000s|box office hit|comeback|rehearsal|year 2009","PG",7.3,136,223,"Kenny Ortega",197,"Misha Gabriel Hamilton",433,"Mekia Cox",208,"Judith Hill",6,679,0,0,"Low"
"627","Contagion ",2011,6e+07,17.9098551201864,75638743,18.141479183425,"USA","English","Color",106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"contagion|cure|infection|panic|virus","PG-13",6.6,436,411,"Steven Soderbergh",0,"Matt Damon",13000,"Monique Gabriela Curnen",240,"Griffin Kane",175,13634,4,42000,"Low"
"628","Kangaroo Jack ",2003,6e+07,17.9098551201864,66734992,18.0162399910133,"USA","English","Color",89,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"australia|body paint|kangaroo|mob|money","PG",4.4,73,181,"David McNally",18,"Estella Warren",658,"Dyan Cannon",257,"Bill Hunter",226,1233,0,858,"Low"
"629","Coraline ",2009,6e+07,17.9098551201864,75280058,18.1367258236981,"USA","English"," Black and White",100,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dream|new home|parallel worlds|scissors|secret door","PG",7.7,310,279,"Henry Selick",253,"Jennifer Saunders",309,"Dawn French",229,"John Hodgman",57,647,1,10000,"Low"
"630","The Happening ",2008,4.8e+07,17.6867115688722,64505912,17.9822674364803,"USA","English","Color",91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"bee|nature|park|school|teacher","R",5,323,1264,"M. Night Shyamalan",0,"Zooey Deschanel",11000,"Alan Ruck",946,"Kristen Connolly",751,13654,0,6000,"Low"
"631","Man on Fire ",2004,7e+07,18.0640058000136,77862546,18.1704555993294,"USA","English","Color",146,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"bodyguard|journalist|kidnapping|mexico|police corruption","R",7.7,171,690,"Tony Scott",12000,"Denzel Washington",18000,"Radha Mitchell",992,"Giancarlo Giannini",451,20454,2,14000,"Low"
"632","The Shaggy Dog ",2006,5e+07,17.7275335633924,61112916,17.9282337929639,"USA","English","Color",98,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"animal as human|dog movie|elevator|human becoming an animal|sheepdog","PG",4.4,76,83,"Brian Robbins",48,"Robert Downey Jr.",21000,"Joel David Moore",936,"Kristin Davis",722,24664,0,747,"Low"
"633","Starsky & Hutch ",2004,6e+07,17.9098551201864,88200225,18.2951200719942,"USA","English","Color",101,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cocaine|cop|criminal|partner|police","PG-13",6.1,173,308,"Todd Phillips",480,"Snoop Dogg",881,"Carmen Electra",869,"Fred Williamson",767,3943,5,0,"Low"
"634","Jingle All the Way ",1996,6e+07,17.9098551201864,60573641,17.9193703894173,"USA","English","Color",94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"action figure|christmas|hero|karate|toy","PG",5.4,81,162,"Brian Levant",32,"Jim Belushi",854,"Harvey Korman",628,"Jake Lloyd",626,4530,1,0,"Low"
"635","Hellboy ",2004,6.6e+07,18.0051652999907,59035104,17.8936428079886,"USA","English","Color",132,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"assassin|demon|hero|nazi|superhero","PG-13",6.8,242,597,"Guillermo del Toro",0,"James Babson",366,"Rupert Evans",334,"Brian Steele",160,1112,1,0,"Low"
"636","A Civil Action ",1998,6e+07,17.9098551201864,56702901,17.8533359314103,"USA","English","Color",115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1980s|law firm|lawsuit|lawyer|toxic waste","PG-13",6.5,110,181,"Steven Zaillian",234,"Robert Duvall",3000,"Kathleen Quinlan",552,"Sydney Pollack",521,4713,1,1000,"Low"
"637","ParaNorman ",2012,6e+07,17.9098551201864,55994557,17.840765047547,"USA","English","Color",92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"curse|ghost|outcast|witch|zombie","PG",7,328,176,"Chris Butler",28,"Anna Kendrick",10000,"Kodi Smit-McPhee",884,"Elaine Stritch",586,13597,0,12000,"Low"
"638","The Jackal ",1997,6e+07,17.9098551201864,54910560,17.8212162377097,"USA","English","Color",124,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"assassin|fbi|ira|jackal|russian","R",6.3,83,227,"Michael Caton-Jones",105,"J.K. Simmons",24000,"Bruce Willis",13000,"Sophie Okonedo",460,38227,0,0,"Low"
"639","Paycheck ",2003,6e+07,17.9098551201864,53789313,17.8005853622772,"USA","English","Color",119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"anti hero|babe scientist|engineer|memory|money","PG-13",6.3,196,347,"John Woo",610,"Ivana Milicevic",834,"Joe Morton",780,"Callum Rennie",716,3637,0,0,"Low"
"640","Up Close & Personal ",1996,6e+07,17.9098551201864,51045801,17.7482338464986,"USA","English","Color",124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"journalism|news anchor|newscast|newscaster|tv journalism","PG-13",6.1,34,54,"Jon Avnet",50,"Joe Mantegna",1000,"Stockard Channing",944,"Raymond Cruz",672,3653,2,829,"Low"
"641","The Tuxedo ",2002,6e+07,17.9098551201864,50189179,17.7313100036571,"USA","English","Color",98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chauffeur|hospital|secret agent|spying|tuxedo","PG-13",5.3,81,207,"Kevin Donovan",11,"Romany Malco",966,"Debi Mazar",680,"Ritchie Coster",107,2018,2,797,"Low"
"642","Under Siege 2: Dark Territory ",1995,6e+07,17.9098551201864,50024083,17.7280151074315,"USA","English","Color",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"colorado|niece|satellite|terrorist|train","R",5.4,47,126,"Geoff Murphy",14,"Peter Greene",789,"Brenda Bakke",520,"Patrick Kilpatrick",488,2318,1,1000,"Low"
"643","Jack Ryan: Shadow Recruit ",2014,6e+07,17.9098551201864,50549107,17.7384558375972,"USA","English","Color",105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"covert analyst|marine|russian|spy|stock market","PG-13",6.2,313,289,"Kenneth Branagh",0,"Colm Feore",539,"Nonso Anozie",394,"Gemma Chan",288,1411,3,17000,"Low"
"644","Joy ",2015,6e+07,17.9098551201864,56443482,17.8487503768801,"USA","English","Color",124,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"based on real person|female inventor|mop|sales pitch|woman holding a shotgun","PG-13",6.6,315,256,"David O. Russell",737,"Jennifer Lawrence",34000,"Robert De Niro",22000,"Bradley Cooper",14000,75793,3,24000,"Low"
"645","Alien: Resurrection ",1997,7.5e+07,18.1329986715006,47748610,17.6814605145197,"USA","English","Color",116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"alien|blood|breeding|clone|scientist","R",6.3,223,656,"Jean-Pierre Jeunet",0,"Gary Dourdan",1000,"Michael Wincott",720,"Raymond Cruz",672,3090,0,0,"Low"
"646","Shooter ",2007,6.1e+07,17.9263844221376,46975183,17.6651299989454,"USA","English","Color",124,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"colonel|ethiopia|marksman|on the run|rangefinder","R",7.2,198,338,"Antoine Fuqua",845,"Tate Donovan",650,"Ned Beatty",467,"Louis Ferreira",295,1640,0,0,"Low"
"647","The Boxtrolls ",2014,6e+07,17.9098551201864,50807639,17.7435572752594,"USA","English","Color",96,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chase|puppet animation|red hat|stop motion animation|troll","PG",6.8,219,122,"Graham Annable",7,"Isaac Hempstead Wright",874,"Dee Bradley Baker",668,"Tracy Morgan",642,3151,3,11000,"Low"
"648","Practical Magic ",1998,4.8e+07,17.6867115688722,46611204,17.657351499382,"USA","English","Color",104,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"curse|death|island|love|magic","PG-13",6.1,92,257,"Griffin Dunne",165,"Goran Visnjic",1000,"Dianne Wiest",967,"Stockard Channing",944,4294,1,0,"Low"
"649","Miss Congeniality 2: Armed and Fabulous ",2005,4.5e+07,17.6221730477346,48472213,17.6965012638868,"USA","English","Color",115,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bodyguard|fbi|fbi agent|female protagonist|undercover","PG-13",5,111,156,"John Pasquin",11,"Eileen Brennan",1000,"Diedrich Bader",759,"Treat Williams",642,4305,2,621,"Low"
"650","Reign of Fire ",2002,6e+07,17.9098551201864,43060566,17.5781181942637,"USA","English","Color",101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"castle|dragon|fire breathing dragon|militia|survival","PG-13",6.2,138,569,"Rob Bowman",38,"Christian Bale",23000,"Gerard Butler",18000,"Matthew McConaughey",11000,53024,0,0,"Low"
"651","Gangster Squad ",2013,6e+07,17.9098551201864,45996718,17.6440806040819,"USA","English","Color",113,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"good versus evil|machine gun|mobster|police vigilantism|year 1949","R",6.7,415,264,"Ruben Fleischer",181,"Ryan Gosling",33000,"Brandon Molale",301,"Wade Williams",300,34738,3,40000,"Low"
"652","Year One ",2009,6e+07,17.9098551201864,43337279,17.5845237694528,"USA","English","Color",100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"abraham|hunter|princess|sodom|tribe","PG-13",4.9,170,203,"Harold Ramis",11000,"Olivia Wilde",10000,"Oliver Platt",1000,"Xander Berkeley",485,12258,2,0,"Low"
"653","Invictus ",2009,6e+07,17.9098551201864,37479778,17.4393120921579,"USA","English","Color",134,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"apartheid|nation|nelson mandela|president|rugby","PG-13",7.4,306,259,"Clint Eastwood",16000,"Matt Damon",13000,"Morgan Freeman",11000,"Leleti Khumalo",204,24458,1,23000,"Low"
"654","Duplicity ",2009,6e+07,17.9098551201864,40559930,17.5182911914074,"USA","English","Color",125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"ceo|dubai|product|rivalry|spy","PG-13",6.2,211,184,"Tony Gilroy",209,"Julia Roberts",8000,"Tom Wilkinson",1000,"Denis O'Hare",896,10623,0,0,"Low"
"655","My Favorite Martian ",1999,6.5e+07,17.9898978278599,36830057,17.4218248360714,"USA","English","Color",94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alien|hidden camera|martian|reporter|spaceship","PG",4.9,49,73,"Donald Petrie",80,"Steven Anthony Lawrence",1000,"Ray Walston",417,"Michael Lerner",230,2151,2,448,"Low"
"656","The Sentinel ",2006,6e+07,17.9098551201864,36279230,17.4067559591712,"USA","English","Color",107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"first lady|framed|investigation|president|secret service","PG-13",6.1,161,213,"Clark Johnson",69,"Blair Brown",310,"David Rasche",219,"Martin Donovan",206,1352,0,690,"Low"
"657","Star Trek: Nemesis ",2002,6e+07,17.9098551201864,43119879,17.5794946784386,"USA","English","Color",116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"earth|federation|romulan|slave|space","PG-13",6.4,172,842,"Stuart Baird",53,"Tom Hardy",27000,"LeVar Burton",1000,"Jonathan Frakes",906,31224,0,0,"Low"
"658","Intolerable Cruelty ",2003,6e+07,17.9098551201864,35096190,17.3736031355359,"USA","English","Color",100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"attorney|divorce|marriage|real estate|screwball comedy","PG-13",6.3,161,322,"Joel Coen",0,"Cedric the Entertainer",436,"Paul Adelstein",399,"Julia Duffy",210,1395,1,0,"Low"
"659","Analyze That ",2002,6e+07,17.9098551201864,32122249,17.2850594632716,"USA","English","Color",96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blonde|mafia|mental illness|prison|second part","R",5.9,105,138,"Harold Ramis",11000,"Robert De Niro",22000,"Cathy Moriarty",394,"Joe Viterelli",236,22889,1,846,"Low"
"660","Righteous Kill ",2008,6e+07,17.9098551201864,40076438,17.506299138536,"USA","English","Color",101,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"blood splatter|execution|new york city|nypd|serial killer","R",6,198,248,"Jon Avnet",50,"Robert De Niro",22000,"Al Pacino",14000,"50 Cent",1000,38809,2,0,"Low"
"661","Mercury Rising ",1998,6e+07,17.9098551201864,32940507,17.3102136742164,"USA","English","Color",111,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"autistic child|boy|child in danger|fbi|nsa","R",6.1,79,127,"Harold Becker",17,"Bruce Willis",13000,"Miko Hughes",968,"Carrie Preston",652,16536,1,0,"Low"
"662","The Legend of Bagger Vance ",2000,6e+07,17.9098551201864,30695227,17.2396177281577,"USA","English","Color",126,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"caddy|game|golf|golf course|golfer","PG-13",6.7,125,267,"Robert Redford",0,"Matt Damon",13000,"Will Smith",10000,"Charlize Theron",9000,34774,3,0,"Low"
